lang,file,core_extended,speaker,wd_ID,wd,start,end,ref,tx,ft,mb_ID,mb,doreco-mb-algn,ps,gl,ph_ID,ph
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002885,<p:>,506.512,506.860,0133_doreco_jeha1242_NarrLandscape2,"ba=titɛp taniʔ heʔ ya=ʔɛl pɛ̃w mit jlmɔl lagiʔ, heʔ ya=gəw jlmɔl hayiʔ","""on the other side we will have a look at another source on the mountain, we'll move along the crest of the mountain too""",,,,,,p009809,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002886,heʔ,506.860,506.960,0133_doreco_jeha1242_NarrLandscape2,"ba=titɛp taniʔ heʔ ya=ʔɛl pɛ̃w mit jlmɔl lagiʔ, heʔ ya=gəw jlmɔl hayiʔ","""on the other side we will have a look at another source on the mountain, we'll move along the crest of the mountain too""",,,,,,p009810 p009811 p009812,h e ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002887,yagəw,506.960,507.370,0133_doreco_jeha1242_NarrLandscape2,"ba=titɛp taniʔ heʔ ya=ʔɛl pɛ̃w mit jlmɔl lagiʔ, heʔ ya=gəw jlmɔl hayiʔ","""on the other side we will have a look at another source on the mountain, we'll move along the crest of the mountain too""",,,,,,p009813 p009814 p009815 p009816 p009817,j a g @ w
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002888,jəlmɔl,507.370,507.860,0133_doreco_jeha1242_NarrLandscape2,"ba=titɛp taniʔ heʔ ya=ʔɛl pɛ̃w mit jlmɔl lagiʔ, heʔ ya=gəw jlmɔl hayiʔ","""on the other side we will have a look at another source on the mountain, we'll move along the crest of the mountain too""",,,,,,p009818 p009819 p009820 p009821 p009822 p009823,J\ @ l m O l
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002889,hayiʔ,507.860,508.190,0133_doreco_jeha1242_NarrLandscape2,"ba=titɛp taniʔ heʔ ya=ʔɛl pɛ̃w mit jlmɔl lagiʔ, heʔ ya=gəw jlmɔl hayiʔ","""on the other side we will have a look at another source on the mountain, we'll move along the crest of the mountain too""",,,,,,p009824 p009825 p009826 p009827 p009828,h a j i ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002890,<p:>,508.190,509.620,<p:>,<p:>,<p:>,,,,,,p009829,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002891,ləpas,509.620,509.880,0134_doreco_jeha1242_NarrLandscape2,"lpas heʔ ya=ʔɛl cabaŋ smwɛʔ, cabaŋ smwɛʔ tɔm, tɔm ʔhəy, tɔm...","""then we will look at those branches, and those streams, those small streams...""",,,,,,p009830 p009831 p009832 p009833 p009834,l @ p a s
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002892,heʔ,509.880,509.990,0134_doreco_jeha1242_NarrLandscape2,"lpas heʔ ya=ʔɛl cabaŋ smwɛʔ, cabaŋ smwɛʔ tɔm, tɔm ʔhəy, tɔm...","""then we will look at those branches, and those streams, those small streams...""",,,,,,p009835 p009836 p009837,h e ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002893,yaʔɛl,509.990,510.320,0134_doreco_jeha1242_NarrLandscape2,"lpas heʔ ya=ʔɛl cabaŋ smwɛʔ, cabaŋ smwɛʔ tɔm, tɔm ʔhəy, tɔm...","""then we will look at those branches, and those streams, those small streams...""",,,,,,p009838 p009839 p009840 p009841 p009842,j a ? E l
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002894,cabaŋ,510.320,510.910,0134_doreco_jeha1242_NarrLandscape2,"lpas heʔ ya=ʔɛl cabaŋ smwɛʔ, cabaŋ smwɛʔ tɔm, tɔm ʔhəy, tɔm...","""then we will look at those branches, and those streams, those small streams...""",,,,,,p009843 p009844 p009845 p009846 p009847,c a b a N
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002895,səmwɛʔ,510.910,511.260,0134_doreco_jeha1242_NarrLandscape2,"lpas heʔ ya=ʔɛl cabaŋ smwɛʔ, cabaŋ smwɛʔ tɔm, tɔm ʔhəy, tɔm...","""then we will look at those branches, and those streams, those small streams...""",,,,,,p009848 p009849 p009850 p009851 p009852 p009853,s @ m w E ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002896,cabaŋ,511.260,511.770,0134_doreco_jeha1242_NarrLandscape2,"lpas heʔ ya=ʔɛl cabaŋ smwɛʔ, cabaŋ smwɛʔ tɔm, tɔm ʔhəy, tɔm...","""then we will look at those branches, and those streams, those small streams...""",,,,,,p009854 p009855 p009856 p009857 p009858,c a b a N
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002897,smwɛʔ,511.770,512.110,0134_doreco_jeha1242_NarrLandscape2,"lpas heʔ ya=ʔɛl cabaŋ smwɛʔ, cabaŋ smwɛʔ tɔm, tɔm ʔhəy, tɔm...","""then we will look at those branches, and those streams, those small streams...""",,,,,,p009859 p009860 p009861 p009862 p009863,s m w E ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002898,tɔm,512.110,512.510,0134_doreco_jeha1242_NarrLandscape2,"lpas heʔ ya=ʔɛl cabaŋ smwɛʔ, cabaŋ smwɛʔ tɔm, tɔm ʔhəy, tɔm...","""then we will look at those branches, and those streams, those small streams...""",,,,,,p009864 p009865 p009866,t O m
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002899,tɔm,512.510,512.786,0134_doreco_jeha1242_NarrLandscape2,"lpas heʔ ya=ʔɛl cabaŋ smwɛʔ, cabaŋ smwɛʔ tɔm, tɔm ʔhəy, tɔm...","""then we will look at those branches, and those streams, those small streams...""",,,,,,p009867 p009868 p009869,t O m
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002900,ʔəhəy,512.786,513.140,0134_doreco_jeha1242_NarrLandscape2,"lpas heʔ ya=ʔɛl cabaŋ smwɛʔ, cabaŋ smwɛʔ tɔm, tɔm ʔhəy, tɔm...","""then we will look at those branches, and those streams, those small streams...""",,,,,,p009870 p009871 p009872 p009873 p009874,? @ h @ j
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002901,tɔm,513.140,513.399,0134_doreco_jeha1242_NarrLandscape2,"lpas heʔ ya=ʔɛl cabaŋ smwɛʔ, cabaŋ smwɛʔ tɔm, tɔm ʔhəy, tɔm...","""then we will look at those branches, and those streams, those small streams...""",,,,,,p009875 p009876 p009877,t O m
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002902,<p:>,513.399,514.446,<p:>,<p:>,<p:>,,,,,,p009878,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002903,bɨʔ,514.446,514.781,0135_doreco_jeha1242_NarrLandscape2,"bɨʔ ʔoʔ, tɔm wɔŋ ʔoʔ, smwɛʔ cabaŋ ton","""the main course, its rivulets, all its branches""",,,,,,p009879 p009880 p009881,b 1 ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002904,ʔoʔ,514.781,515.020,0135_doreco_jeha1242_NarrLandscape2,"bɨʔ ʔoʔ, tɔm wɔŋ ʔoʔ, smwɛʔ cabaŋ ton","""the main course, its rivulets, all its branches""",,,,,,p009882 p009883 p009884,? o ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002905,tɔm,515.020,515.335,0135_doreco_jeha1242_NarrLandscape2,"bɨʔ ʔoʔ, tɔm wɔŋ ʔoʔ, smwɛʔ cabaŋ ton","""the main course, its rivulets, all its branches""",,,,,,p009885 p009886 p009887,t O m
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002906,wɔŋ,515.335,515.733,0135_doreco_jeha1242_NarrLandscape2,"bɨʔ ʔoʔ, tɔm wɔŋ ʔoʔ, smwɛʔ cabaŋ ton","""the main course, its rivulets, all its branches""",,,,,,p009888 p009889 p009890,w O N
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002907,ʔoʔ,515.733,515.956,0135_doreco_jeha1242_NarrLandscape2,"bɨʔ ʔoʔ, tɔm wɔŋ ʔoʔ, smwɛʔ cabaŋ ton","""the main course, its rivulets, all its branches""",,,,,,p009891 p009892 p009893,? o ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002908,səmwɛʔ,515.956,516.420,0135_doreco_jeha1242_NarrLandscape2,"bɨʔ ʔoʔ, tɔm wɔŋ ʔoʔ, smwɛʔ cabaŋ ton","""the main course, its rivulets, all its branches""",,,,,,p009894 p009895 p009896 p009897 p009898 p009899,s @ m w E ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002909,cabaŋ,516.420,516.830,0135_doreco_jeha1242_NarrLandscape2,"bɨʔ ʔoʔ, tɔm wɔŋ ʔoʔ, smwɛʔ cabaŋ ton","""the main course, its rivulets, all its branches""",,,,,,p009900 p009901 p009902 p009903 p009904,c a b a N
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002910,ton,516.830,517.222,0135_doreco_jeha1242_NarrLandscape2,"bɨʔ ʔoʔ, tɔm wɔŋ ʔoʔ, smwɛʔ cabaŋ ton","""the main course, its rivulets, all its branches""",,,,,,p009905 p009906 p009907,t o n
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002911,<p:>,517.222,518.130,<p:>,<p:>,<p:>,,,,,,p009908,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002912,ləpas,518.130,518.423,0136_doreco_jeha1242_NarrLandscape2,lpas ton heʔ ya=tros,"""then we'll go straight""",,,,,,p009909 p009910 p009911 p009912 p009913,l @ p a s
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002913,ton,518.423,518.710,0136_doreco_jeha1242_NarrLandscape2,lpas ton heʔ ya=tros,"""then we'll go straight""",,,,,,p009914 p009915 p009916,t o n
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002914,heʔ,518.710,518.802,0136_doreco_jeha1242_NarrLandscape2,lpas ton heʔ ya=tros,"""then we'll go straight""",,,,,,p009917 p009918 p009919,h e ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002915,ya,518.802,519.128,0136_doreco_jeha1242_NarrLandscape2,lpas ton heʔ ya=tros,"""then we'll go straight""",,,,,,p009920 p009921,j a
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002916,<<wip>>,519.128,519.692,0136_doreco_jeha1242_NarrLandscape2,lpas ton heʔ ya=tros,"""then we'll go straight""",,,,,,p009922,<<wip>>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002917,tros,519.692,520.121,0136_doreco_jeha1242_NarrLandscape2,lpas ton heʔ ya=tros,"""then we'll go straight""",,,,,,p009923 p009924 p009925 p009926,t r o s
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002918,<p:>,520.121,521.357,<p:>,<p:>,<p:>,,,,,,p009927,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002919,tros,521.357,521.660,0137_doreco_jeha1242_NarrLandscape2,tros lpas ton heʔ ya=...,"""straight, then we'll...""",,,,,,p009928 p009929 p009930 p009931,t r o s
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002920,ləpas,521.660,521.997,0137_doreco_jeha1242_NarrLandscape2,tros lpas ton heʔ ya=...,"""straight, then we'll...""",,,,,,p009932 p009933 p009934 p009935 p009936,l @ p a s
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002921,ton,521.997,522.357,0137_doreco_jeha1242_NarrLandscape2,tros lpas ton heʔ ya=...,"""straight, then we'll...""",,,,,,p009937 p009938 p009939,t o n
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002922,heʔ,522.357,522.496,0137_doreco_jeha1242_NarrLandscape2,tros lpas ton heʔ ya=...,"""straight, then we'll...""",,,,,,p009940 p009941 p009942,h e ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002923,ya,522.496,522.940,0137_doreco_jeha1242_NarrLandscape2,tros lpas ton heʔ ya=...,"""straight, then we'll...""",,,,,,p009943 p009944,j a
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002924,<p:>,522.940,524.780,<p:>,<p:>,<p:>,,,,,,p009945,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002925,weʔ,524.780,524.958,0138_doreco_jeha1242_NarrLandscape2,weʔ ʔikəʔ btbət lɛh ka=... b=ʔadeh X,"""there's fish back there""",,,,,,p009946 p009947 p009948,w e ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002926,ʔikəʔ,524.958,525.470,0138_doreco_jeha1242_NarrLandscape2,weʔ ʔikəʔ btbət lɛh ka=... b=ʔadeh X,"""there's fish back there""",,,,,,p009949 p009950 p009951 p009952 p009953,? i k @ ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002927,bətbət,525.470,526.000,0138_doreco_jeha1242_NarrLandscape2,weʔ ʔikəʔ btbət lɛh ka=... b=ʔadeh X,"""there's fish back there""",,,,,,p009954 p009955 p009956 p009957 p009958 p009959,b @ t b @ t
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002928,lɛh,526.000,526.199,0138_doreco_jeha1242_NarrLandscape2,weʔ ʔikəʔ btbət lɛh ka=... b=ʔadeh X,"""there's fish back there""",,,,,,p009960 p009961 p009962,l E h
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002929,ka,526.199,526.469,0138_doreco_jeha1242_NarrLandscape2,weʔ ʔikəʔ btbət lɛh ka=... b=ʔadeh X,"""there's fish back there""",,,,,,p009963 p009964,k a
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002930,<p:>,526.469,526.593,0138_doreco_jeha1242_NarrLandscape2,weʔ ʔikəʔ btbət lɛh ka=... b=ʔadeh X,"""there's fish back there""",,,,,,p009965,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002931,<<fs>>,526.593,526.993,0138_doreco_jeha1242_NarrLandscape2,weʔ ʔikəʔ btbət lɛh ka=... b=ʔadeh X,"""there's fish back there""",,,,,,p009966,<<fs>>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002932,<p:>,526.993,527.220,0138_doreco_jeha1242_NarrLandscape2,weʔ ʔikəʔ btbət lɛh ka=... b=ʔadeh X,"""there's fish back there""",,,,,,p009967,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002933,bəʔadeh,527.220,527.727,0138_doreco_jeha1242_NarrLandscape2,weʔ ʔikəʔ btbət lɛh ka=... b=ʔadeh X,"""there's fish back there""",,,,,,p009968 p009969 p009970 p009971 p009972 p009973 p009974,b @ ? a d e h
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002934,<p:>,527.727,529.428,<p:>,<p:>,<p:>,,,,,,p009975,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002935,ʔikəʔ,529.428,530.190,0139_doreco_jeha1242_NarrLandscape2,ʔikəʔ lɛh,"""fish, you see""",,,,,,p009976 p009977 p009978 p009979 p009980,? i k @ ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002936,lɛh,530.190,530.820,0139_doreco_jeha1242_NarrLandscape2,ʔikəʔ lɛh,"""fish, you see""",,,,,,p009981 p009982 p009983,l E h
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002937,<p:>,530.820,533.940,<p:>,<p:>,<p:>,,,,,,p009984,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002938,ʔikəʔ,533.940,534.655,0140_doreco_jeha1242_NarrLandscape2,ʔikəʔ lɛh,"""fish, you see""",,,,,,p009985 p009986 p009987 p009988 p009989,? i k @ ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002939,<p:>,534.655,534.770,0140_doreco_jeha1242_NarrLandscape2,ʔikəʔ lɛh,"""fish, you see""",,,,,,p009990,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002940,lɛh,534.770,535.420,0140_doreco_jeha1242_NarrLandscape2,ʔikəʔ lɛh,"""fish, you see""",,,,,,p009991 p009992 p009993,l E h
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002941,<p:>,535.420,535.800,<p:>,<p:>,<p:>,,,,,,p009994,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002942,səmwɛʔ,535.800,536.600,0141_doreco_jeha1242_NarrLandscape2,smwɛʔ,"""all""",,,,,,p009995 p009996 p009997 p009998 p009999 p010000,s @ m w E ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002943,<p:>,536.600,537.930,<p:>,<p:>,<p:>,,,,,,p010001,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002944,baʔũn,537.930,538.850,0142_doreco_jeha1242_NarrLandscape2,ba=ʔũn t...,"""there...""",,,,,,p010002 p010003 p010004 p010005 p010006,b a ? u~ n
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002945,<<fs>t>,538.850,539.190,0142_doreco_jeha1242_NarrLandscape2,ba=ʔũn t...,"""there...""",,,,,,p010007,<<fs>t>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002946,<p:>,539.190,539.920,<p:>,<p:>,<p:>,,,,,,p010008,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002947,ʔoʔ,539.920,540.269,0143_doreco_jeha1242_NarrLandscape2,ʔoʔ cɨp-cɨp-cɨp-cɨp-cɨp-cɨp-cɨp-cɨp,he walked...,,,,,,p010009 p010010 p010011,? o ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002948,cɨp,540.269,540.537,0144_doreco_jeha1242_NarrLandscape2,****,****,,,,,,p010012 p010013 p010014,c 1 p
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002949,cɨp,540.537,540.743,0144_doreco_jeha1242_NarrLandscape2,****,****,,,,,,p010015 p010016 p010017,c 1 p
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002950,cɨp,540.743,540.941,0144_doreco_jeha1242_NarrLandscape2,****,****,,,,,,p010018 p010019 p010020,c 1 p
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002951,cɨp,540.941,541.151,0144_doreco_jeha1242_NarrLandscape2,****,****,,,,,,p010021 p010022 p010023,c 1 p
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002952,cɨp,541.151,541.322,0144_doreco_jeha1242_NarrLandscape2,****,****,,,,,,p010024 p010025 p010026,c 1 p
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002953,cɨp,541.322,541.522,0144_doreco_jeha1242_NarrLandscape2,****,****,,,,,,p010027 p010028 p010029,c 1 p
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002954,cɨp,541.522,541.693,0144_doreco_jeha1242_NarrLandscape2,****,****,,,,,,p010030 p010031 p010032,c 1 p
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002955,cɨp,541.693,541.960,0144_doreco_jeha1242_NarrLandscape2,****,****,,,,,,p010033 p010034 p010035,c 1 p
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002956,<p:>,541.960,542.900,<p:>,<p:>,<p:>,,,,,,p010036,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002957,<<pr>ʔəəy>,542.900,543.430,0145_doreco_jeha1242_NarrLandscape2,"ʔəəy, d=mɔh ka=ʔikəʔ k=brasaʔ wah","""wow, there's lots of fish where you are, isn't there!?""",,,,,,p010037,<<pr>ʔəəy>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002958,dmɔh,543.430,543.776,0145_doreco_jeha1242_NarrLandscape2,"ʔəəy, d=mɔh ka=ʔikəʔ k=brasaʔ wah","""wow, there's lots of fish where you are, isn't there!?""",,,,,,p010038 p010039 p010040 p010041,d m O h
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002959,kaʔikəʔ,543.776,544.258,0145_doreco_jeha1242_NarrLandscape2,"ʔəəy, d=mɔh ka=ʔikəʔ k=brasaʔ wah","""wow, there's lots of fish where you are, isn't there!?""",,,,,,p010042 p010043 p010044 p010045 p010046 p010047 p010048,k a ? i k @ ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002960,kəbrasaʔ,544.258,545.023,0145_doreco_jeha1242_NarrLandscape2,"ʔəəy, d=mɔh ka=ʔikəʔ k=brasaʔ wah","""wow, there's lots of fish where you are, isn't there!?""",,,,,,p010049 p010050 p010051 p010052 p010053 p010054 p010055 p010056,k @ b r a s a ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002961,wah,545.023,545.460,0145_doreco_jeha1242_NarrLandscape2,"ʔəəy, d=mɔh ka=ʔikəʔ k=brasaʔ wah","""wow, there's lots of fish where you are, isn't there!?""",,,,,,p010057 p010058 p010059,w a h
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002962,<p:>,545.460,546.510,<p:>,<p:>,<p:>,,,,,,p010060,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002963,ʔakɛt,546.510,547.229,0146_doreco_jeha1242_NarrLandscape2,ʔakɛt,"""don't""",,,,,,p010061 p010062 p010063 p010064 p010065,? a k E t
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002964,<p:>,547.229,548.751,<p:>,<p:>,<p:>,,,,,,p010066,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002965,pasaʔ,548.751,549.153,0147_doreco_jeha1242_NarrLandscape2,"pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",,,,,,p010067 p010068 p010069 p010070 p010071,p a s a ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002966,bɛr,549.153,549.468,0147_doreco_jeha1242_NarrLandscape2,"pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",,,,,,p010072 p010073 p010074,b E r
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002967,kab,549.468,549.775,0147_doreco_jeha1242_NarrLandscape2,"pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",,,,,,p010075 p010076 p010077,k a b
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002968,<<wip>>,549.775,550.464,0147_doreco_jeha1242_NarrLandscape2,"pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",,,,,,p010078,<<wip>>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002969,buboʔ,550.464,550.942,0147_doreco_jeha1242_NarrLandscape2,"pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",,,,,,p010079 p010080 p010081 p010082 p010083,b u b o ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002970,<p:>,550.942,552.095,0147_doreco_jeha1242_NarrLandscape2,"pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",,,,,,p010084,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002971,bɛr,552.095,552.377,0147_doreco_jeha1242_NarrLandscape2,"pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",,,,,,p010085 p010086 p010087,b E r
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002972,katwar,552.377,552.960,0147_doreco_jeha1242_NarrLandscape2,"pasaʔ bɛr ka=buboʔ, bɛr ka=twar","""because fishtraps X""",,,,,,p010088 p010089 p010090 p010091 p010092 p010093,k a t w a r
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002973,<p:>,552.960,554.819,<p:>,<p:>,<p:>,,,,,,p010094,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002974,ʔoʔ,554.819,555.017,0148_doreco_jeha1242_NarrLandscape2,"ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr ʔ...","he X, he X, he X, he X",,,,,,p010095 p010096 p010097,? o ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002975,bɛr,555.017,555.342,0148_doreco_jeha1242_NarrLandscape2,"ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr ʔ...","he X, he X, he X, he X",,,,,,p010098 p010099 p010100,b E r
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002976,ʔoʔ,555.342,555.480,0148_doreco_jeha1242_NarrLandscape2,"ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr ʔ...","he X, he X, he X, he X",,,,,,p010101 p010102 p010103,? o ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002977,bɛr,555.480,555.708,0148_doreco_jeha1242_NarrLandscape2,"ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr ʔ...","he X, he X, he X, he X",,,,,,p010104 p010105 p010106,b E r
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002978,ʔoʔ,555.708,555.840,0148_doreco_jeha1242_NarrLandscape2,"ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr ʔ...","he X, he X, he X, he X",,,,,,p010107 p010108 p010109,? o ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002979,bɛr,555.840,556.090,0148_doreco_jeha1242_NarrLandscape2,"ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr ʔ...","he X, he X, he X, he X",,,,,,p010110 p010111 p010112,b E r
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002980,ʔoʔ,556.090,556.150,0148_doreco_jeha1242_NarrLandscape2,"ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr ʔ...","he X, he X, he X, he X",,,,,,p010113 p010114 p010115,? o ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002981,bɛr,556.150,556.346,0148_doreco_jeha1242_NarrLandscape2,"ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr ʔ...","he X, he X, he X, he X",,,,,,p010116 p010117 p010118,b E r
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002982,ʔoʔ,556.346,556.561,0148_doreco_jeha1242_NarrLandscape2,"ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr, ʔoʔ bɛr ʔ...","he X, he X, he X, he X",,,,,,p010119 p010120 p010121,? o ?
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002983,<p:>,556.561,557.120,<p:>,<p:>,<p:>,,,,,,p010122,<p:>
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002984,tahan,557.120,557.640,0149_doreco_jeha1242_NarrLandscape2,"tahan cn=kyɔm, ʔoʔ tahan cn=krpiŋ, ʔoʔ crɨh","he fixed them at the bottom, he fixed them at the surface, he poked with a stick in the water",,,,,,p010123 p010124 p010125 p010126 p010127,t a h a n
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002985,cənkyɔm,557.640,558.152,0149_doreco_jeha1242_NarrLandscape2,"tahan cn=kyɔm, ʔoʔ tahan cn=krpiŋ, ʔoʔ crɨh","he fixed them at the bottom, he fixed them at the surface, he poked with a stick in the water",,,,,,p010128 p010129 p010130 p010131 p010132 p010133 p010134,c @ n k j O m
jeha1242,doreco_jeha1242_NarrLandscape2,core,CP,w002986,ʔoʔ,558.152,558.241,0149_doreco_jeha1242_NarrLandscape2,"tahan cn=kyɔm, ʔoʔ tahan cn=krpiŋ, ʔoʔ crɨh","he fixed them at the bottom, he fixed them at the surface, he poked with a stick in the water",,,,,,p010135 p010136 p010137,? o ?
